epoch,train_loss,val_loss,val_rmse_rad,val_rmse_deg,val_mae_rad,val_mae_deg
1,0.5432141250072244,0.5016888150202683,1.825584053993225,104.5982614401948,1.5755234956741333,90.27084682582586
2,0.49784329849914466,0.5001522454560972,1.7662179470062256,101.19683406371762,1.5083446502685547,86.42178251152437
3,0.48124529313108777,0.5027363105537066,1.7813642024993896,102.06465057890276,1.5273579359054565,87.51116353319556
4,0.4457357279415237,0.49619609117507935,1.714580774307251,98.23824200207822,1.4513757228851318,83.15770340906698
5,0.40546509790020946,0.4612993997296477,1.464781403541565,83.92579233218076,1.1846349239349365,67.87458140527318
6,0.3528148946482376,0.40752870311924055,1.1476125717163086,65.753356875499,0.9020863175392151,51.685738751495236
7,0.31006693889974885,0.33799736795861735,1.0551347732543945,60.4547693249699,0.8290322422981262,47.50004856394968
8,0.2875778881531188,0.2894095309029997,0.978222131729126,56.04799957436937,0.8003421425819397,45.85622693640271
