epoch,train_loss,val_loss,val_rmse_rad,val_rmse_deg,val_mae_rad,val_mae_deg
1,0.4691015113998392,0.5213333512443343,1.8012686967849731,103.20509409480896,1.5620626211166382,89.49959552512635
2,0.40314194243713464,0.4987017044834062,1.7409340143203735,99.74817143132543,1.4806456565856934,84.83474707673689
3,0.3648595834910537,0.45017220440253713,1.458818793296814,83.58415993027506,1.1858559846878052,67.94454303294161
4,0.34220605922144887,0.3929053751471775,1.2765874862670898,73.14307514231919,1.0147523880004883,58.14102908324974
5,0.32980188094703844,0.37484922615531224,1.2466509342193604,71.42783705681056,0.9847684502601624,56.423075997546036
6,0.3108063365161086,0.3762497364305982,1.2188987731933594,69.83775535765325,0.9721792340278625,55.701767040057675
7,0.2935801070162704,0.36627353795992784,1.1951030492782593,68.47436080685951,0.9448205232620239,54.13422838025599
8,0.2773670777262256,0.3502718977678835,1.1752370595932007,67.33612344205521,0.918410062789917,52.62102046020718
9,0.26059068556271453,0.35207563015370585,1.173316240310669,67.22606860395881,0.9170675277709961,52.544098869774494
10,0.2473900193275686,0.35223669573372485,1.1469736099243164,65.71674706154772,0.8850534558296204,50.709827662505475
11,0.23670749374608088,0.35508615304442015,1.1700398921966553,67.03834768481018,0.9119773507118225,52.252453207309536
12,0.22305441377216212,0.376189965243433,1.218135118484497,69.79400116583015,0.9413797855377197,53.93708863024191
13,0.20545610660614247,0.3639051721376531,1.1811846494674683,67.67689524012549,0.9122065901756287,52.265587661083465
14,0.18994875377116924,0.3820221096861596,1.2196353673934937,69.87995909653476,0.9491785764694214,54.38392643593332
15,0.18180573402836336,0.394545096392725,1.2261290550231934,70.25201999119287,0.9556378126144409,54.754013405921285
16,0.1714499065829389,0.38859229676084583,1.2125707864761353,69.47518842594147,0.945671558380127,54.18298910074071
17,0.15435833563018778,0.3917601180622001,1.2261430025100708,70.25281912332576,0.9483955502510071,54.33906233837009
18,0.14534104078508622,0.40393704643436507,1.250143051147461,71.62792061835692,0.9801150560379028,56.15645614820001
19,0.1349920779466629,0.4024721861275193,1.233519196510315,70.67544390840948,0.9576460719108582,54.86907818777391
20,0.12244547603849593,0.4070025012384053,1.246569037437439,71.42314471685077,0.9706891775131226,55.6163930905271
21,0.11343747165116518,0.42633716927634346,1.2492073774337769,71.57431046356149,0.9713395237922668,55.6536551875441
22,0.09709110414848647,0.4216042351878546,1.2540416717529297,71.85129512497302,0.9588812589645386,54.93984919285899
23,0.08894682579866335,0.42284126667415395,1.2519893646240234,71.73370658822208,0.9732808470726013,55.76488481817776
24,0.08148172676729756,0.4179176290829976,1.2479065656661987,71.49977943933831,0.9539546370506287,54.65757454993529
25,0.07922005565972301,0.4089094417936662,1.2192357778549194,69.85706430243688,0.9274038076400757,53.136324082138785
26,0.07266548775427835,0.4292055010016448,1.2644463777542114,72.4474408659209,0.9757288694381714,55.905146167878556
27,0.06681510231681376,0.42821118819947335,1.2409590482711792,71.10171601450996,0.9586790204048157,54.92826177693207
28,0.06948856630638325,0.42460936658522663,1.2360951900482178,70.82303746618427,0.9524254202842712,54.56995688326237
29,0.0637218790264103,0.42398086131787766,1.2495381832122803,71.59326423850827,0.9620930552482605,55.12387156457206
30,0.05382620801306304,0.4283927071328257,1.2440707683563232,71.2800044424148,0.963862419128418,55.22524864732798
31,0.05238974410728369,0.415847960445616,1.2483372688293457,71.52445691280957,0.9495142102241516,54.40315683354149
32,0.0478478762524088,0.4155423162030239,1.2379581928253174,70.92977966253324,0.946777880191803,54.24637667133302
33,0.04694602172301468,0.4300962817045598,1.2554413080215454,71.93148837601814,0.9643624424934387,55.2538978758016
34,0.04744928825500957,0.4368029221210604,1.2826710939407349,73.49164018623244,0.9807505011558533,56.19286447157076
35,0.0446658129049413,0.41720528851926714,1.2469249963760376,71.44353966171242,0.9564970135688782,54.80324199436416
36,0.040493206022172004,0.42787381285935444,1.2556787729263306,71.9450941128448,0.9654366970062256,55.31544812550717
37,0.040301808744002986,0.4268021295273226,1.2612841129302979,72.26625643780797,0.9723166227340698,55.70963883307611
38,0.03707085897386407,0.42248380456874574,1.2512433528900146,71.69096326439613,0.9615491032600403,55.092705411389296
39,0.034222438494419916,0.4216737170624577,1.2473667860031128,71.46885234277649,0.9554779529571533,54.7448541222443
40,0.03603707474536736,0.4244614973956463,1.240607738494873,71.08158744702594,0.955498456954956,54.74602891478154
41,0.03332615319077529,0.4311576746647654,1.2626996040344238,72.3473581040127,0.9709751605987549,55.63277871434596
42,0.03475739594611376,0.42344613869984943,1.2551456689834595,71.9145495068765,0.9598664045333862,54.99629387615998
43,0.03348747557601449,0.4243612460840761,1.2637286186218262,72.40631629692825,0.9738709926605225,55.79869766966391
44,0.029515569769470385,0.42174608119172985,1.2523984909057617,71.75714779745356,0.9643995761871338,55.25602547972805
45,0.029979276507260413,0.42557668471648025,1.2404342889785767,71.07164952178357,0.9566887617111206,54.81422835364412
46,0.028636512580697097,0.4250725593442231,1.2486350536346436,71.54151872535626,0.959053635597229,54.94972564639883
47,0.030378480821681424,0.43024806045239267,1.2666500806808472,72.57370374291776,0.9684655070304871,55.48898615684426
48,0.028599982945945675,0.42270562968222924,1.2571923732757568,72.03181702473645,0.967754602432251,55.4482543237289
49,0.02894864283377232,0.42535656787990744,1.2528901100158691,71.78531549759069,0.961271345615387,55.076791070623166
50,0.028581916245335307,0.41672435734007096,1.2402472496032715,71.06093295497583,0.9515719413757324,54.52105614389966
