model,rows,mean_radius_px_mean,mean_radius_px_std,top_energy_ratio_mean,top_energy_ratio_std,plane_1_energy_ratio_mean,plane_1_energy_ratio_std,plane_2_energy_ratio_mean,plane_2_energy_ratio_std
cycle41_stack,384,23.955865499732017,1.1286674609572822,0.7913793089679153,0.022958633899545527,0.5258345273775958,0.005304779676846144,0.47416547153318245,0.0053047810215784835
cycle42_fusion,384,34.861197216883085,9.041217397280572,0.6475449957401638,0.10420715548946112,0.4841021160407169,0.31431721153741354,0.515897885404291,0.3143172125976806
