date,task,num_sequences,input_length,predict_steps,phase_mode,noise_sigma,image_shape,label_shape,max_label_target_error_rad
2026-06-04,two_beam_future_phase_prediction,6,5,2,mixed,0.01,"(6, 5, 160, 160)","(6, 2)",1.4901161193847656e-08

