model_name,parameter_count,epochs,batch_size,learning_rate,device,sample_scope,model_saved,train_seconds,train_samples,val_samples,test_samples,test_rmse_rad,test_rmse_deg,test_mae_rad,test_mae_deg,test_loss,best_val_rmse_rad,final_val_rmse_rad,history_path,summary_path,model_path,channel_1_rmse_rad,channel_2_rmse_rad,channel_3_rmse_rad,channel_4_rmse_rad,channel_5_rmse_rad,channel_6_rmse_rad,is_best_by_test_rmse,rmse_gap_to_best_rad
residual_cnn,1008492,1,16,0.001,cpu,first_24,False,2.7404787999985274,16,3,5,1.8127695322036743,103.86404342517511,1.5768764019012451,90.34836264271632,0.49966251850128174,1.8138619661331177,1.8138619661331177,result\metrics\cycle22_gpu_smoke\residual_cnn_history.csv,result\metrics\cycle22_gpu_smoke\residual_cnn_summary.csv,D:\CBC_AI\models\cycle22_gpu_smoke_residual_cnn_seven_beam.pth,1.3947646617889404,1.9679772853851318,1.9093583822250366,1.859836220741272,1.6393920183181763,2.0263888835906982,True,0.0
