model_name,parameter_count,epochs,batch_size,learning_rate,device,sample_scope,model_saved,train_seconds,train_samples,val_samples,test_samples,test_rmse_rad,test_rmse_deg,test_mae_rad,test_mae_deg,test_loss,best_val_rmse_rad,final_val_rmse_rad,history_path,summary_path,model_path,channel_1_rmse_rad,channel_2_rmse_rad,channel_3_rmse_rad,channel_4_rmse_rad,channel_5_rmse_rad,channel_6_rmse_rad,is_best_by_test_rmse,rmse_gap_to_best_rad
residual_cnn,1008492,50,64,0.001,cuda,full,True,683.044776499999,716,153,155,1.319034218788147,75.57509376989645,1.0308418273925781,59.06288605514802,0.5540492899956242,0.9733250737190247,1.2199956178665161,result\metrics\cycle22_residual_full_50epoch\residual_cnn_history.csv,result\metrics\cycle22_residual_full_50epoch\residual_cnn_summary.csv,D:\Projects\CBC_AI\models\cycle22_residual_full_50epoch_residual_cnn_seven_beam.pth,1.2801433801651,1.20999276638031,1.326952576637268,1.3964126110076904,1.4433975219726562,1.2418102025985718,True,0.0
