sample_index,state,main_lobe_energy,side_lobe_energy,total_energy,main_lobe_ratio,side_lobe_ratio,peak_intensity,max_side_lobe_intensity,strehl_ratio,synthesis_efficiency,peak_to_sidelobe_ratio,phase_rmse_rad
22,baseline_compensated,67449140.00390625,52773890.35644078,120223030.36034703,0.5610334376178966,0.43896656238210335,9474007.0,1470777.375,0.7413053568622885,0.8524880497059368,6.441496286955053,0.6218716502189636
22,physics_compensated,65897046.734375,54136153.19307959,120033199.92745459,0.5489901691715435,0.45100983082845647,9000293.0,1706480.375,0.704239020958097,0.8328711803992596,5.274184884780758,0.6464440226554871
22,ideal,79120334.91516113,42485201.56443155,121605536.47959268,0.6506310255737309,0.3493689744262691,12780168.0,945604.1875,1.0,1.0,13.515346239940376,0.0
23,before,41084164.76855469,76440701.71478505,117524866.48333974,0.34957848494453514,0.6504215150554649,4933308.5,2309244.25,0.38601280515248315,0.5192617651657854,2.136330316725916,1.8824049234390259
23,baseline_compensated,46032534.765625,71735482.13978592,117768016.90541092,0.3908746701797439,0.609125329820256,3989793.25,3559382.5,0.3121862912913195,0.5818040939157374,1.1209228707507553,1.2541632652282715
23,physics_compensated,46985967.5,70900667.78958875,117886635.28958875,0.398569077695524,0.601430922304476,4286660.0,4222242.5,0.3354149961095973,0.59385450719315,1.0152567030434656,1.228441834449768
23,ideal,79120334.91516113,42485201.56443155,121605536.47959268,0.6506310255737309,0.3493689744262691,12780168.0,945604.1875,1.0,1.0,13.515346239940376,0.0
24,before,55400446.140625,62471700.00956939,117872146.15019439,0.47000455960166326,0.5299954403983368,6786659.5,3059650.0,0.5310305388786751,0.7002048992844835,2.2181162878106973,2.0310308933258057
24,baseline_compensated,58842303.9375,60739964.201163486,119582268.13866349,0.4920654613213097,0.5079345386786903,9589817.0,1481346.625,0.7503670530778626,0.7437064567610238,6.473715765207889,1.4390116930007935
24,physics_compensated,59399470.03808594,60054263.34899473,119453733.38708067,0.49725921788987965,0.5027407821101204,8617835.0,1437624.75,0.6743131232703671,0.7507484656350177,5.994495434222317,1.371925711631775
24,ideal,79120334.91516113,42485201.56443155,121605536.47959268,0.6506310255737309,0.3493689744262691,12780168.0,945604.1875,1.0,1.0,13.515346239940376,0.0
25,before,43733148.3828125,73948275.9215773,117681424.3043898,0.37162320766694823,0.6283767923330518,4627443.0,2598759.75,0.36207998204718433,0.5527422050185521,1.780635166448149,1.8120882511138916
25,baseline_compensated,49132706.607421875,68830210.01460269,117962916.62202457,0.4165097643766501,0.5834902356233499,4231925.0,3051323.25,0.3311321885596496,0.6209870908674201,1.3869146770995173,1.1543408632278442
25,physics_compensated,47032465.078125,70785843.72996034,117818308.80808534,0.39919487517628816,0.6008051248237118,3818777.25,3448953.25,0.2988049335501693,0.594442188958841,1.107227895884063,1.1423323154449463
25,ideal,79120334.91516113,42485201.56443155,121605536.47959268,0.6506310255737309,0.3493689744262691,12780168.0,945604.1875,1.0,1.0,13.515346239940376,0.0
26,before,41668000.890625,75297670.70688774,116965671.59751274,0.3562412827757496,0.6437587172242504,3750655.0,1919461.125,0.2934746241207471,0.5266408557964853,1.954014567500032,2.390979766845703
26,baseline_compensated,61470247.13671875,58081812.15976325,119552059.296482,0.5141713785479528,0.48582862145204714,8191640.5,1792762.75,0.640965009223666,0.7769209673168326,4.5692830799836734,0.9421214461326599
26,physics_compensated,57050719.1484375,61989306.03185296,119040025.18029046,0.4792566119003428,0.5207433880996571,7034431.5,1874981.0,0.5504177644613123,0.7210626599294814,3.751734817579485,1.0884041786193848
26,ideal,79120334.91516113,42485201.56443155,121605536.47959268,0.6506310255737309,0.3493689744262691,12780168.0,945604.1875,1.0,1.0,13.515346239940376,0.0
27,before,22912485.1953125,92670300.47423999,115582785.66955249,0.19823440889215602,0.801765591107844,4644220.5,4644220.5,0.36339275821726286,0.2895903463993298,1.0,2.091686248779297
27,baseline_compensated,63977861.99609375,56058257.906109646,120036119.9022034,0.5329884208871314,0.4670115791128686,10014808.0,1005768.8125,0.7836209977834407,0.8086146508946872,9.957365823569917,1.117275595664978
27,physics_compensated,65782470.779296875,54461191.105471015,120243661.88476789,0.5470764092525529,0.4529235907474471,10475225.0,1056117.75,0.8196468935306641,0.8314230576732753,9.91861466204881,1.061331033706665
27,ideal,79120334.91516113,42485201.56443155,121605536.47959268,0.6506310255737309,0.3493689744262691,12780168.0,945604.1875,1.0,1.0,13.515346239940376,0.0
