model_name,phase_loss,unit_loss_weight,parameter_count,epochs,batch_size,learning_rate,device,sample_scope,model_saved,train_seconds,best_epoch,train_samples,val_samples,test_samples,test_rmse_rad,test_rmse_deg,test_mae_rad,test_mae_deg,test_loss,best_val_rmse_rad,best_val_loss,final_val_rmse_rad,history_path,summary_path,model_path,best_model_path,best_checkpoint_test_rmse_rad,best_checkpoint_test_rmse_deg,best_checkpoint_test_mae_rad,best_checkpoint_test_mae_deg,best_checkpoint_test_loss,channel_1_rmse_rad,channel_2_rmse_rad,channel_3_rmse_rad,channel_4_rmse_rad,channel_5_rmse_rad,channel_6_rmse_rad,best_checkpoint_channel_1_rmse_rad,best_checkpoint_channel_2_rmse_rad,best_checkpoint_channel_3_rmse_rad,best_checkpoint_channel_4_rmse_rad,best_checkpoint_channel_5_rmse_rad,best_checkpoint_channel_6_rmse_rad,selection_rmse_rad,is_best_by_selection_rmse,rmse_gap_to_best_rad
cbc_lite_cnn,cyclic_unit,0.0,822636,50,64,0.001,cuda,full,True,702.9026904999998,38,716,153,155,1.2604002952575684,72.2156174153015,0.9810783267021179,56.21164749178829,1.0857138864455684,1.1586583852767944,0.961413082733653,1.182968258857727,result\metrics\cycle26_cbc_lite_cyclic_unit_50epoch\cbc_lite_cnn_history.csv,result\metrics\cycle26_cbc_lite_cyclic_unit_50epoch\cbc_lite_cnn_summary.csv,D:\Projects\CBC_AI\models\cycle26_cbc_lite_cyclic_unit_50epoch_cbc_lite_cnn_seven_beam.pth,D:\Projects\CBC_AI\models\cycle26_cbc_lite_cyclic_unit_50epoch_cbc_lite_cnn_seven_beam_best.pth,1.2558363676071167,71.95412362292755,0.9805711507797241,56.18258845196448,1.079198721916445,1.3032597303390503,1.1747357845306396,1.3528006076812744,1.2690409421920776,1.1954864263534546,1.2583484649658203,1.286128282546997,1.2946045398712158,1.214250922203064,1.3044837713241577,1.1713484525680542,1.258762001991272,1.2558363676071167,True,0.0
