sample_index,state,main_lobe_ratio,total_energy,main_lobe_energy,peak_intensity
91,before,0.33199965825184935,116791115.26985833,38774610.35644531,3791674.25
91,baseline_compensated,0.5318534604843698,119768173.20505524,63699117.375,8389947.0
91,physics_compensated,0.5333135375519881,119793052.21911265,63887256.453125,8447800.0
91,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
92,before,0.32097599265298776,116503153.18945214,37394715.2421875,3777170.0
92,baseline_compensated,0.4227193866321705,118120562.5505135,49931851.75,4394583.5
92,physics_compensated,0.43065625293337484,118257491.1762141,50928328.03125,4784023.0
92,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
93,before,0.320101208571728,116655765.03636509,37341651.375,3737551.5
93,baseline_compensated,0.4070771151869198,117902887.47292787,47995567.3046875,4221904.5
93,physics_compensated,0.38339391838410797,117476486.66126949,45039770.5390625,4131821.5
93,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
94,before,0.23231673704187863,115733850.13943581,26886910.4296875,5465567.0
94,baseline_compensated,0.6015771909736277,120918599.81680508,72741871.61425781,11451636.0
94,physics_compensated,0.6183238623816869,121146361.10844858,74907685.9140625,11867541.0
94,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
95,before,0.37796965778989405,116992267.65888843,44219527.37109375,5217562.5
95,baseline_compensated,0.5528618170863963,120095231.7607995,66396068.0546875,9145685.0
95,physics_compensated,0.5666869039542722,120292877.73804939,68168398.453125,9573968.0
95,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
96,before,0.2889467340041004,116433685.34803225,33643133.109375,5076361.0
96,baseline_compensated,0.569881101984896,120564173.08808553,68707243.81933594,11117555.0
96,physics_compensated,0.5853584952123168,120748234.92120108,70681005.09301758,11352288.0
96,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
97,before,0.2709904783891902,116120857.05211577,31467646.603515625,3693253.0
97,baseline_compensated,0.44630283603539445,118279382.09133084,52788423.671875,5630729.5
97,physics_compensated,0.33923191217913246,117049178.75059819,39706816.7265625,4602923.0
97,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
98,before,0.41412848738437835,117884160.18818909,48819188.9453125,4916448.5
98,baseline_compensated,0.5910531121731842,120638941.82614884,71304022.015625,10342865.0
98,physics_compensated,0.5881431590739641,120627215.88399947,70946071.8203125,10445362.0
98,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
99,before,0.36722868314387713,117295181.00441763,43074154.859375,5185769.5
99,baseline_compensated,0.5454477304982752,119981254.79429373,65443503.12988281,8959942.0
99,physics_compensated,0.5498209382995463,120211252.48994203,66094663.638183594,10095440.0
99,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
100,before,0.395913801212166,117343790.90207854,46458026.3046875,5251659.5
100,baseline_compensated,0.37828218064797814,117423977.95560467,44419398.44140625,3662487.25
100,physics_compensated,0.3750053643402163,117284298.24597163,43982240.99511719,4387755.5
100,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
101,before,0.25561091139266573,115931211.67001323,29633282.673828125,4279477.0
101,baseline_compensated,0.530078992673393,119731798.36880982,63467311.0703125,8211034.5
101,physics_compensated,0.5194679346634973,119603189.75450197,62130021.9609375,8022316.5
101,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
102,before,0.4827679042426324,118422133.99220991,57170405.443359375,7259746.0
102,baseline_compensated,0.5888917200892786,120617464.53047037,71030626.16015625,10370203.0
102,physics_compensated,0.573996705512044,120380143.84241012,69097805.97460938,9783671.0
102,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
103,before,0.30112478338161836,116443579.36770764,35064047.61328125,3106763.0
103,baseline_compensated,0.5303269799262069,119734281.81089675,63498320.06640625,8221470.0
103,physics_compensated,0.5188599518373485,119560992.52706544,62035410.82421875,7802251.0
103,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
104,before,0.2766120316839389,116132807.40961926,32123731.802734375,3654688.25
104,baseline_compensated,0.45053321419721526,118447558.307751,53364559.158203125,4839905.5
104,physics_compensated,0.4441778291235176,118463188.64828226,52618721.96484375,5265882.0
104,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
105,before,0.28529033122803993,116189827.3331226,33147834.325195312,3478235.0
105,baseline_compensated,0.4692185358522768,118563932.8828692,55632394.9921875,4549559.0
105,physics_compensated,0.4777682635282764,118755829.21642882,56737766.30859375,5382853.0
105,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
106,before,0.46197201053278175,118330165.52575387,54665224.474609375,7159344.0
106,baseline_compensated,0.6161916314905125,121090843.97896402,74615164.70996094,11660214.0
106,physics_compensated,0.6260839910579029,121226429.67183802,75897926.91064453,11914598.0
106,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
107,before,0.40241914257335265,117849412.05768505,47424859.353027344,4064640.5
107,baseline_compensated,0.40225925002686835,117793032.01998486,47383336.71875,4698697.5
107,physics_compensated,0.35778542507422323,117209479.64512229,41935843.497558594,4001174.0
107,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
108,before,0.3100724470095646,116730288.3109839,36194846.13671875,5865986.0
108,baseline_compensated,0.5793575118851396,120522776.78895581,69825776.0859375,10315511.0
108,physics_compensated,0.5755595014040584,120488809.27860756,69348478.99316406,10313383.0
108,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
109,before,0.4403617503428796,118489231.47062604,52178125.3671875,7451760.5
109,baseline_compensated,0.44151397128085473,118355453.23309103,52255586.1796875,4860725.5
109,physics_compensated,0.46641786372542493,118693918.722639,55360964.0078125,5516772.0
109,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
110,before,0.30617434897145196,116680697.52912787,35724636.603515625,4546100.5
110,baseline_compensated,0.4925447612900186,119247512.52254158,58734737.58984375,7391954.5
110,physics_compensated,0.4505253397629207,118600024.816442,53432316.47631836,5775336.0
110,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
111,before,0.4942059112686956,118199257.21859765,58414771.625,6680544.0
111,baseline_compensated,0.6024229727754892,120877298.24464652,72819261.34960938,11141204.0
111,physics_compensated,0.6031426169161387,120890717.72513703,72914343.84960938,11171280.0
111,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
112,before,0.2958598380188992,116414954.30426535,34442509.5234375,4265943.5
112,baseline_compensated,0.5735452648186091,120376109.26599142,69041147.46679688,9736739.0
112,physics_compensated,0.584410755616623,120641487.25697592,70504182.7265625,10724117.0
112,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
113,before,0.27700141134262446,116186693.15935938,32183877.984375,4064212.25
113,baseline_compensated,0.5667109972682753,120299353.78788145,68174966.75585938,9603872.0
113,physics_compensated,0.5607372575027915,120208272.43966791,67405257.01696777,9391204.0
113,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
114,before,0.2890366578114633,116463990.43521665,33662362.55078125,4195569.0
114,baseline_compensated,0.5322058556715216,119748261.48490316,63730725.96875,8199998.5
114,physics_compensated,0.5407537742328675,119892130.42714316,64832122.029296875,8587889.0
114,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
115,before,0.4306021556335747,117621194.22446501,50647939.78125,5297733.0
115,baseline_compensated,0.5443405443309449,120090750.99480662,65370264.765625,9681625.0
115,physics_compensated,0.5633825013216008,120414485.10614589,67839413.81445312,10566863.0
115,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
116,before,0.18612445834135918,115276828.540898,21455837.271484375,3832818.5
116,baseline_compensated,0.5095995489543448,119674224.85547814,60985931.0078125,9120602.0
116,physics_compensated,0.5103306021493413,119752523.8503819,61113377.60546875,9547907.0
116,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
117,before,0.3225010188036788,116680785.39604853,37629672.16503906,4797609.0
117,baseline_compensated,0.5273601357317809,119678907.23868665,63113884.765625,8155599.5
117,physics_compensated,0.5318109954318105,119740004.05594286,63679050.75,8260541.0
117,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
118,before,0.4218495940524422,117460609.27044706,49550710.337890625,8031318.0
118,baseline_compensated,0.588034408052968,120737778.1570358,70997967.90820312,11121261.0
118,physics_compensated,0.5780989334737764,120600065.90164718,69718769.47460938,10859617.0
118,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
119,before,0.4122088456372757,117578726.22993356,48466991.01074219,5016878.0
119,baseline_compensated,0.4320975036408841,118187801.59788454,51068654.03125,4264706.0
119,physics_compensated,0.3879158201791207,117588367.56338654,45614388.046875,3786208.25
119,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
120,before,0.4646647796723012,118110487.460481,54881783.6328125,6152506.0
120,baseline_compensated,0.49364166832182166,119274006.49716333,58878619.5546875,7675107.5
120,physics_compensated,0.5144682596517145,119630623.81273043,61546158.833984375,8658108.0
120,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
121,before,0.3279120452948881,116723044.95405293,38274892.403930664,3823734.75
121,baseline_compensated,0.5656743594495396,120258025.05387183,68026881.29101562,9495680.0
121,physics_compensated,0.5703782159784636,120350241.61592571,68645156.10546875,9783846.0
121,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
122,before,0.3201886024491571,117136025.40080042,37505620.26953125,4488889.5
122,baseline_compensated,0.5179363130832343,119657397.55590874,61974911.32324219,8468660.0
122,physics_compensated,0.5220743100770074,119714104.86084765,62499658.70171356,8588637.0
122,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
123,before,0.3602114966315443,117208136.32528505,42219718.203125,3229743.5
123,baseline_compensated,0.6157373526563238,121087308.71855903,74557978.91064453,11633912.0
123,physics_compensated,0.6128562930082351,121048373.96548887,74185257.74316406,11560297.0
123,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
124,before,0.25419603573137234,115922498.55196154,29467039.583984375,5640909.0
124,baseline_compensated,0.5702089441267275,120413962.07662496,68661118.17382812,10198561.0
124,physics_compensated,0.5655462383435209,120376171.78406577,68078291.13867188,10233985.0
124,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
125,before,0.3249634539559064,116603736.6316936,37891953.0,3022746.0
125,baseline_compensated,0.571799585785867,120368972.86928077,68826928.828125,9753126.0
125,physics_compensated,0.5789716891148764,120478891.66531608,69753867.41015625,10024165.0
125,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
126,before,0.40661696171468575,117378281.45317495,47728000.17578125,6302413.0
126,baseline_compensated,0.5881336004801347,120737076.87739912,71009531.73535156,11139556.0
126,physics_compensated,0.5760317654449968,120562969.35137516,69448100.08276367,10788692.0
126,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
127,before,0.28822746080823053,116186492.36747776,33488137.67529297,5783359.0
127,baseline_compensated,0.5756027089081847,120533136.8490187,69379200.0834961,10613875.0
127,physics_compensated,0.5829189195680305,120609392.10423264,70305496.53515625,10658084.0
127,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
128,before,0.44542591848922986,117893508.14282988,52512824.1484375,7444363.0
128,baseline_compensated,0.5645646396263525,120447913.0798338,68000632.6416626,10705514.0
128,physics_compensated,0.5541486967734214,120296978.10748383,66662413.64404297,10374124.0
128,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
129,before,0.35807772126340126,117321066.3907026,42010060.109375,4527505.0
129,baseline_compensated,0.5284379771341994,119700297.39092976,63254183.015625,8161140.5
129,physics_compensated,0.5043609880798254,119352996.81965607,60196995.40625,7412594.0
129,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
130,before,0.423736169901711,117615731.78448114,49838039.70654297,6490159.5
130,baseline_compensated,0.4703930137041545,118721002.5919769,55845530.19921875,5602982.5
130,physics_compensated,0.3989209525683568,117751680.22380856,46973612.44140625,4183835.0
130,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
131,before,0.35346312548994785,117499167.19137597,41531622.87792969,5170424.0
131,baseline_compensated,0.3790245875738321,117491357.57315907,44532113.34765625,3157724.75
131,physics_compensated,0.38999698502160063,117413936.30932823,45791081.16015625,3696923.5
131,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
132,before,0.5208640195476185,119720382.46372868,62358039.63183594,8731656.0
132,baseline_compensated,0.5789082921866361,120514871.33165938,69767058.34570312,10249832.0
132,physics_compensated,0.5738409397716532,120442953.29864123,69115097.50976562,10099121.0
132,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
133,before,0.518136706819295,119178323.84672876,61750664.2421875,7384904.5
133,baseline_compensated,0.49611366565547926,119110772.41502783,59092481.921875,6431963.5
133,physics_compensated,0.4824619971946711,118903320.79741602,57366333.625,5942947.5
133,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
134,before,0.3445776958774507,116828717.70578058,40256570.359375,5217782.5
134,baseline_compensated,0.5573557002368036,120117233.2287524,66948024.63671875,9173019.0
134,physics_compensated,0.5691555931463519,120304766.54581855,68472130.76171875,9631441.0
134,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
135,before,0.33430605871803026,117424924.58829552,39255863.734375,5156378.5
135,baseline_compensated,0.4524607062233589,118530280.52146247,53630294.43359375,5277324.0
135,physics_compensated,0.43927249309751715,118153413.12537071,51901544.3515625,5279289.5
135,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
136,before,0.35479863941864853,116842126.87378933,41455427.64160156,3960536.25
136,baseline_compensated,0.5255643384373462,119608544.44225945,62861985.53125,7830256.5
136,physics_compensated,0.6044353165047497,120702711.25511815,72956981.48046875,9944211.0
136,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
137,before,0.3962959226201432,117260973.13319731,46470045.53515625,7823636.5
137,baseline_compensated,0.598572127621066,120922563.66434523,72380876.20996094,11661556.0
137,physics_compensated,0.598342259487289,120901689.83361068,72340590.27087402,11554099.0
137,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
138,before,0.3868505126975728,117353149.72727633,45398126.138671875,3756924.25
138,baseline_compensated,0.48170611355939147,119052582.21396706,57348356.6875,6824476.5
138,physics_compensated,0.46195806183236143,118781509.96510233,54872076.125,6268510.0
138,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
139,before,0.3432713024960705,116694597.14281622,40057906.35546875,3553250.75
139,baseline_compensated,0.6108760272963404,120975929.60788047,73901295.27734375,11241325.0
139,physics_compensated,0.6292858045198483,121257781.84828058,76305800.8046875,11899161.0
139,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
140,before,0.45644407147759175,118255332.39130896,53976945.390625,3825682.5
140,baseline_compensated,0.3580536362463174,117034214.39754872,41904526.03027344,4798831.5
140,physics_compensated,0.3006293323763728,116440103.31519976,35005310.521484375,2847960.0
140,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
141,before,0.37504591741730947,117484552.43407592,44062101.75,3529387.25
141,baseline_compensated,0.40135578556685475,117735391.87574843,47253780.6953125,5512524.0
141,physics_compensated,0.527228506606312,119759849.48192114,63140806.59375,8623051.0
141,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
142,before,0.2645029384013504,115997021.19231817,30681552.951171875,3799464.75
142,baseline_compensated,0.45931792061712373,118687954.06126022,54515504.26171875,5799002.5
142,physics_compensated,0.46251937692911976,118740138.12731856,54919614.703125,5936970.0
142,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
143,before,0.49347620981566886,119217414.136034,58830957.671875,8377281.0
143,baseline_compensated,0.5189563536567341,119914163.88621756,62230217.2421875,10074538.0
143,physics_compensated,0.4922067813934749,119562612.68692297,58849528.765625,9452008.0
143,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
144,before,0.3274198252957792,116780067.67879972,38236109.357421875,4207599.5
144,baseline_compensated,0.4178234245859382,118131213.99721934,49357988.3828125,4945620.0
144,physics_compensated,0.5573029651703967,120333199.66270836,67062048.98046875,10468342.0
144,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
145,before,0.2628041612563351,116116568.42557421,30515917.373046875,3891763.25
145,baseline_compensated,0.6109406863065712,120972477.84853625,73907008.64099121,11234058.0
145,physics_compensated,0.5924403096591792,120741007.87453347,71531840.09375,10895661.0
145,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
146,before,0.2667441720374653,116157605.28941347,30984364.248779297,4505268.5
146,baseline_compensated,0.41367478237895294,118183430.34345043,48889504.828125,5388896.5
146,physics_compensated,0.48756277448354984,118989210.07235709,58014709.396484375,7961263.0
146,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
147,before,0.4094374357666027,117587238.64271793,48144617.46875,5448077.0
147,baseline_compensated,0.5198688275994302,119581435.07496248,62166660.455078125,7863762.0
147,physics_compensated,0.5323380863823896,119767647.0461379,63756880.0390625,8300207.5
147,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
148,before,0.29869794962224056,116412506.1011916,34772176.8828125,6099407.0
148,baseline_compensated,0.5737337193484066,120375569.79121941,69063523.375,9785695.0
148,physics_compensated,0.552117924432121,120032421.28899276,66272051.306640625,8941462.0
148,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
149,before,0.2644154939960527,116153936.50289834,30712900.5,4817563.0
149,baseline_compensated,0.5311578426959183,119794276.49188879,63629669.46875,8635254.0
149,physics_compensated,0.5356638313429781,119877450.99461627,64214014.69140625,8883200.0
149,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
150,before,0.3368313221790536,116852590.0547938,39359612.408203125,3594785.0
150,baseline_compensated,0.355631058545861,117193264.79221272,41677564.8125,4003690.25
150,physics_compensated,0.3772848010429165,117445589.89161253,44310436.015625,3070592.25
150,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
151,before,0.24756699059059345,115845705.70558411,28679572.734375,4057896.5
151,baseline_compensated,0.5433754111601641,119935258.52580985,65169870.4140625,8745557.0
151,physics_compensated,0.5416320555538938,119880804.75909752,64931286.703125,8513537.0
151,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
152,before,0.23589998160396716,115796597.06394872,27316415.1171875,3450133.0
152,baseline_compensated,0.5980195116068125,120886326.07235959,72292381.67773438,11458842.0
152,physics_compensated,0.5804947277604391,120611197.52724306,70014164.2734375,10797040.0
152,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
153,before,0.3604083050813685,116934235.00825748,42144069.4453125,7564871.5
153,baseline_compensated,0.5491440394442755,119985705.52544191,65889435.0078125,8838064.0
153,physics_compensated,0.5591270882397595,120124809.05260026,67165034.7109375,9104076.0
153,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
154,before,0.31348290202425766,116451463.92895468,36505542.857421875,4207271.0
154,baseline_compensated,0.42478389371845326,118233930.08562285,50223869.19140625,5218328.0
154,physics_compensated,0.40348943265050685,117898225.43146594,47570688.08984375,4334194.5
154,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
155,before,0.27901642331575116,116401352.12299922,32477888.938476562,3033219.0
155,baseline_compensated,0.5195354113877857,119694745.30721585,62185658.744140625,8679484.0
155,physics_compensated,0.597533952116834,120830087.5265711,72200079.734375,11120922.0
155,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
156,before,0.3691126852918315,117316751.80998382,43303101.29029846,4174264.5
156,baseline_compensated,0.5793977307436027,120473020.89411178,69801794.921875,10007023.0
156,physics_compensated,0.5272657793839575,119664892.74388082,63095202.9375,8064392.0
156,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
157,before,0.39300053696139686,117265487.65443847,46085399.615234375,4191785.0
157,baseline_compensated,0.4407346690769369,118414518.0125274,52189383.41015625,5203354.0
157,physics_compensated,0.4515514287922205,118541136.7106407,53527419.65234375,5395613.5
157,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
158,before,0.3425845684301695,116743339.29014887,39994466.5078125,3273700.5
158,baseline_compensated,0.5592488365076617,120217076.4496377,67231260.1328125,9635839.0
158,physics_compensated,0.52105600222715,119619236.55248192,62328321.1875,8177255.5
158,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
159,before,0.4242524984808888,117533296.2893911,49863794.60546875,5129023.0
159,baseline_compensated,0.5058661204363814,119138614.46698627,60268188.69458008,6056577.5
159,physics_compensated,0.5786096132994358,119974180.84858915,69418214.38671875,10139785.0
159,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
160,before,0.251419895407625,115917592.62083602,29143989.012634277,4676729.5
160,baseline_compensated,0.5160034329468419,119532553.52683693,61679207.96875,7868430.5
160,physics_compensated,0.5030490279306636,119332775.5063749,60030236.71875,7386173.0
160,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
161,before,0.23680953592844303,115833273.91060987,27430423.83984375,3751328.25
161,baseline_compensated,0.4875359334134391,119263555.32099167,58145268.765625,7847235.5
161,physics_compensated,0.4982997328251211,119163531.52594241,59379155.921875,8327792.5
161,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
162,before,0.4168450921220771,117836907.68692446,49119736.64013672,3905710.25
162,baseline_compensated,0.42785589519600326,118161511.42860836,50556099.25,4566439.5
162,physics_compensated,0.49103390562298155,119002855.38376096,58434436.859375,6124703.0
162,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
163,before,0.3856386603425729,117265747.68118861,45222205.83984375,4518857.5
163,baseline_compensated,0.5069979712282721,119333771.18659995,60501979.890625,7252149.0
163,physics_compensated,0.49348328554272236,119097608.09968582,58772678.9453125,6561701.5
163,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
164,before,0.3823184080293941,117226168.54803947,44817722.138671875,5489177.5
164,baseline_compensated,0.4641824913609085,118684414.08487074,55091227.015625,5579908.0
164,physics_compensated,0.46522542977538006,118567015.68470597,55160390.82910156,5510955.5
164,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
165,before,0.3654183499154085,116952114.04434474,42736448.533203125,5230050.5
165,baseline_compensated,0.6088893854258759,121016145.74034241,73685446.60644531,11634500.0
165,physics_compensated,0.619571607334379,121182311.652973,75081119.61132812,12017592.0
165,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
166,before,0.309141311291308,116461462.53245766,36003049.2421875,5709698.5
166,baseline_compensated,0.5424339660465765,120167867.66849378,65183133.05078125,10273582.0
166,physics_compensated,0.5225044949839108,119820870.44124916,62606943.3984375,9279960.0
166,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
167,before,0.33386765551885483,117126065.50596695,39104604.890625,4206487.0
167,baseline_compensated,0.481509030388331,118978238.06268403,57289096.046875,6458923.0
167,physics_compensated,0.5005427704000406,119114139.94434884,59621721.6015625,6198555.0
167,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
168,before,0.46063675025185724,118108918.3324163,54405308.31640625,7515408.5
168,baseline_compensated,0.6365497596561472,121403383.6624451,77279294.69177246,12375386.0
168,physics_compensated,0.626203261997544,121229874.40147758,75914542.80175781,11927025.0
168,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
169,before,0.5201725813402986,119166232.48017833,61987006.7578125,5758385.5
169,baseline_compensated,0.5475520677868958,119804323.84291682,65599105.25,8111529.5
169,physics_compensated,0.5085993748470619,119280991.42889749,60666237.671875,6814911.5
169,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
170,before,0.2750435932589496,116109202.21447793,31935092.1875,4905667.0
170,baseline_compensated,0.361096351086446,117219266.32685113,42327449.34765625,4619323.0
170,physics_compensated,0.3401524265632767,116934127.98118071,39775427.380859375,3702400.75
170,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
171,before,0.400939997864323,117375276.59777817,47060443.1484375,6701557.0
171,baseline_compensated,0.5303799288804752,119989549.43051982,63640048.693359375,9891796.0
171,physics_compensated,0.5329858440185811,120023979.06453499,63971081.78417969,9957331.0
171,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
172,before,0.4166716361609863,117397088.13313472,48916036.79296875,5538522.0
172,baseline_compensated,0.5078021679850451,119641403.64241189,60754164.150390625,8998538.0
172,physics_compensated,0.5277002848634293,119864159.26075602,63252350.986816406,9219609.0
172,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
173,before,0.4153430389961725,117935062.2430954,48983507.15625,4296986.0
173,baseline_compensated,0.4477597688086157,118519721.28090592,53068363.0,5408618.0
173,physics_compensated,0.4656612892880905,118773573.24366824,55308255.25,5969703.0
173,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
174,before,0.34045777363533747,116898347.71037847,39798951.203125,2926717.25
174,baseline_compensated,0.5695080959466918,120302073.22556815,68513004.66113281,9468976.0
174,physics_compensated,0.5571712845982921,120089631.50037596,66910494.25,8902489.0
174,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
175,before,0.45086431743207767,117887348.02933742,53151198.703125,8191297.0
175,baseline_compensated,0.544323923024056,119997086.09787366,65317284.65625,9033535.0
175,physics_compensated,0.5515682234201168,120114767.11315686,66251488.703125,9345900.0
175,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
176,before,0.46684071649866093,118055347.56334141,55113043.04296875,4700042.0
176,baseline_compensated,0.3132402126276526,116530651.02991703,36502085.90625,3768911.25
176,physics_compensated,0.34738109270791,116991638.81177922,40640683.328125,4748418.5
176,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
177,before,0.2918133793461319,116410474.32579675,33970133.904296875,4812818.5
177,baseline_compensated,0.5601305224242482,120232106.48424412,67345672.6171875,9637162.0
177,physics_compensated,0.5406324349353583,119923377.8946819,64834467.796875,8873330.0
177,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
178,before,0.27748409231374466,116451367.89728066,32313402.119670868,3835570.25
178,baseline_compensated,0.43970806461292017,118303224.29669681,52018881.79296875,4815090.0
178,physics_compensated,0.4308744013443077,118098276.42925543,50885524.15625,5677309.0
178,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
179,before,0.2785511555197139,116210224.90210617,32370492.4296875,3842315.5
179,baseline_compensated,0.5282076738353569,119753547.51255149,63254742.76513672,8644845.0
179,physics_compensated,0.5347408354678868,119873408.80250958,64101206.7734375,8998499.0
179,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
180,before,0.3259432015013145,117382906.93609373,38260160.48828125,5347969.0
180,baseline_compensated,0.49668416600273096,119187889.60659057,59198737.546875,6823646.0
180,physics_compensated,0.580214430182625,120480717.78493227,69904651.01757812,9982456.0
180,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
181,before,0.19386427172339782,115318636.43448055,22356163.46850586,5105927.0
181,baseline_compensated,0.5825403263788017,120641270.40272424,70278405.03515625,10846153.0
181,physics_compensated,0.5867878559692239,120735698.52222788,70846241.67480469,11174201.0
181,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
182,before,0.4533200654070346,118357575.82445535,53653864.014160156,5971537.0
182,baseline_compensated,0.5028902312354679,119474476.16491896,60082546.9453125,8318729.0
182,physics_compensated,0.5128175256356309,119535589.09176707,61299945.0234375,8117818.0
182,ideal,0.6506310255737309,121605536.47959268,79120334.91516113,12780168.0
