metric,value
rmse_rad,0.0037421337328851223
rmse_deg,0.21440846926785367
mae_rad,0.0030820819083601236
mae_deg,0.17659028546266164
mean_error_rad,0.00034950647386722267
mean_error_deg,0.02002524586509126
loss,1.780066601592504e-05
