metric,value
lambda_phy,0.0
epochs,8
batch_size,32
rmse_rad,0.004485770128667355
rmse_deg,0.2570156962384957
mae_rad,0.003315154928714037
mae_deg,0.1899443858473076
mean_error_rad,-3.0351306122611277e-05
mean_error_deg,-0.0017390017435352013
total_loss,3.025390560651431e-05
phase_loss,3.025390560651431e-05
farfield_loss,5.891359653453776e-09
