metric,value
lambda_phy,1.0
epochs,8
batch_size,32
rmse_rad,0.005304069258272648
rmse_deg,0.30390078274410776
mae_rad,0.004195666406303644
mae_deg,0.24039397732602008
mean_error_rad,0.00022149075812194496
mean_error_deg,0.012690485641540407
total_loss,4.250945164433991e-05
phase_loss,4.2501821953919714e-05
farfield_loss,7.629884741788828e-09
