model_name,phase_loss,unit_loss_weight,parameter_count,epochs,batch_size,learning_rate,device,sample_scope,model_saved,train_seconds,best_epoch,train_samples,val_samples,test_samples,test_rmse_rad,test_rmse_deg,test_mae_rad,test_mae_deg,test_loss,best_val_rmse_rad,best_val_loss,final_val_rmse_rad,history_path,summary_path,model_path,best_model_path,best_checkpoint_test_rmse_rad,best_checkpoint_test_rmse_deg,best_checkpoint_test_mae_rad,best_checkpoint_test_mae_deg,best_checkpoint_test_loss,channel_1_rmse_rad,channel_2_rmse_rad,channel_3_rmse_rad,channel_4_rmse_rad,channel_5_rmse_rad,channel_6_rmse_rad,best_checkpoint_channel_1_rmse_rad,best_checkpoint_channel_2_rmse_rad,best_checkpoint_channel_3_rmse_rad,best_checkpoint_channel_4_rmse_rad,best_checkpoint_channel_5_rmse_rad,best_checkpoint_channel_6_rmse_rad,selection_rmse_rad,is_best_by_selection_rmse,rmse_gap_to_best_rad
cbc_lite_cnn,cyclic,0.0,822636,50,64,0.001,cuda,full,True,697.316693,50,716,153,155,1.2817038297653198,73.43622003130696,0.9992745518684387,57.25421439688821,1.1088962785659298,1.1753137111663818,0.9762974954118916,1.1753137111663818,result\metrics\cycle26_cbc_lite_cyclic_50epoch\cbc_lite_cnn_history.csv,result\metrics\cycle26_cbc_lite_cyclic_50epoch\cbc_lite_cnn_summary.csv,D:\Projects\CBC_AI\models\cycle26_cbc_lite_cyclic_50epoch_cbc_lite_cnn_seven_beam.pth,D:\Projects\CBC_AI\models\cycle26_cbc_lite_cyclic_50epoch_cbc_lite_cnn_seven_beam_best.pth,1.2817038297653198,73.43622003130696,0.9992745518684387,57.25421439688821,1.1088962785659298,1.306662678718567,1.2317957878112793,1.3717138767242432,1.3237688541412354,1.1718326807022095,1.2746549844741821,1.306662678718567,1.2317957878112793,1.3717138767242432,1.3237688541412354,1.1718326807022095,1.2746549844741821,1.2817038297653198,True,0.0
