model_name,parameter_count,epochs,batch_size,learning_rate,device,sample_scope,model_saved,train_seconds,best_epoch,train_samples,val_samples,test_samples,test_rmse_rad,test_rmse_deg,test_mae_rad,test_mae_deg,test_loss,best_val_rmse_rad,best_val_loss,final_val_rmse_rad,history_path,summary_path,model_path,best_model_path,best_checkpoint_test_rmse_rad,best_checkpoint_test_rmse_deg,best_checkpoint_test_mae_rad,best_checkpoint_test_mae_deg,best_checkpoint_test_loss,channel_1_rmse_rad,channel_2_rmse_rad,channel_3_rmse_rad,channel_4_rmse_rad,channel_5_rmse_rad,channel_6_rmse_rad,best_checkpoint_channel_1_rmse_rad,best_checkpoint_channel_2_rmse_rad,best_checkpoint_channel_3_rmse_rad,best_checkpoint_channel_4_rmse_rad,best_checkpoint_channel_5_rmse_rad,best_checkpoint_channel_6_rmse_rad,selection_rmse_rad,is_best_by_selection_rmse,rmse_gap_to_best_rad
residual_cnn,1008492,50,64,0.001,cuda,full,True,792.383452099999,17,716,153,155,1.2693841457366943,72.730354131532,0.9835106134414673,56.35100725651865,0.503288750110134,0.9507136940956116,0.2604319240922242,1.196506381034851,result\metrics\cycle23_residual_best_50epoch\residual_cnn_history.csv,result\metrics\cycle23_residual_best_50epoch\residual_cnn_summary.csv,D:\Projects\CBC_AI\models\cycle23_residual_best_50epoch_residual_cnn_seven_beam.pth,D:\Projects\CBC_AI\models\cycle23_residual_best_50epoch_residual_cnn_seven_beam_best.pth,0.9920714497566223,56.84150704647936,0.8124558329582214,46.5502902692919,0.27436995429377403,1.2578665018081665,1.3873062133789062,1.1954247951507568,1.3305741548538208,1.3302594423294067,1.091839075088501,1.0362366437911987,0.8574426770210266,1.0183206796646118,1.0155917406082153,0.9512009024620056,1.0597425699234009,0.9920714497566223,True,0.0
