metric,value
lambda_phy,0.01
epochs,8
batch_size,32
rmse_rad,0.0042908675968647
rmse_deg,0.24584860374978929
mae_rad,0.0032195744570344687
mae_deg,0.18446802821619865
mean_error_rad,0.0008146855980157852
mean_error_deg,0.04667804639639605
total_loss,2.2487790814314698e-05
phase_loss,2.2487742474671297e-05
farfield_loss,4.816133659287421e-09
