model_name,parameter_count,epochs,batch_size,learning_rate,device,sample_scope,model_saved,train_seconds,best_epoch,train_samples,val_samples,test_samples,test_rmse_rad,test_rmse_deg,test_mae_rad,test_mae_deg,test_loss,best_val_rmse_rad,best_val_loss,final_val_rmse_rad,history_path,summary_path,model_path,best_model_path,best_checkpoint_test_rmse_rad,best_checkpoint_test_rmse_deg,best_checkpoint_test_mae_rad,best_checkpoint_test_mae_deg,best_checkpoint_test_loss,channel_1_rmse_rad,channel_2_rmse_rad,channel_3_rmse_rad,channel_4_rmse_rad,channel_5_rmse_rad,channel_6_rmse_rad,best_checkpoint_channel_1_rmse_rad,best_checkpoint_channel_2_rmse_rad,best_checkpoint_channel_3_rmse_rad,best_checkpoint_channel_4_rmse_rad,best_checkpoint_channel_5_rmse_rad,best_checkpoint_channel_6_rmse_rad,selection_rmse_rad,is_best_by_selection_rmse,rmse_gap_to_best_rad
residual_cnn,1008492,2,16,0.001,cpu,first_24,False,6.231136999995215,1,16,3,5,1.7467451095581055,100.08112266279603,1.4636338949203491,83.86004493123022,0.4981982409954071,1.8138619661331177,0.4945761263370514,1.815533995628357,result\metrics\cycle23_best_checkpoint_smoke\residual_cnn_history.csv,result\metrics\cycle23_best_checkpoint_smoke\residual_cnn_summary.csv,D:\CBC_AI\models\cycle23_best_checkpoint_smoke_residual_cnn_seven_beam.pth,D:\CBC_AI\models\cycle23_best_checkpoint_smoke_residual_cnn_seven_beam_best.pth,1.8127695322036743,103.86404342517511,1.5768764019012451,90.34836264271632,0.49966251850128174,0.7293874621391296,2.004812479019165,1.9038468599319458,1.826642632484436,1.6412303447723389,2.0249788761138916,1.3947646617889404,1.9679772853851318,1.9093583822250366,1.859836220741272,1.6393920183181763,2.0263888835906982,1.8127695322036743,True,0.0
