state,samples,main_lobe_ratio_mean,main_lobe_ratio_std,main_lobe_ratio_min,main_lobe_ratio_max,side_lobe_ratio_mean,side_lobe_ratio_std,side_lobe_ratio_min,side_lobe_ratio_max,strehl_ratio_mean,strehl_ratio_std,strehl_ratio_min,strehl_ratio_max,synthesis_efficiency_mean,synthesis_efficiency_std,synthesis_efficiency_min,synthesis_efficiency_max,peak_to_sidelobe_ratio_mean,peak_to_sidelobe_ratio_std,peak_to_sidelobe_ratio_min,peak_to_sidelobe_ratio_max,phase_rmse_rad_mean,phase_rmse_rad_std,phase_rmse_rad_min,phase_rmse_rad_max,main_lobe_ratio_gain_vs_before_percent,strehl_ratio_gain_vs_before_percent,synthesis_efficiency_gain_vs_before_percent,peak_to_sidelobe_ratio_gain_vs_before_percent,side_lobe_ratio_gain_vs_before_percent,phase_rmse_rad_gain_vs_before_percent
before,256,0.3616312160592906,0.08238511258717385,0.1460659833978119,0.5657773337465499,0.6383687839407093,0.08238511258717385,0.4342226662534501,0.853934016602188,0.38480975371424925,0.10887173432740378,0.212553958684772,0.7514261659283484,0.5361953605777048,0.12614559897488328,0.21223055657598547,0.8588661597077233,1.7234604763560788,1.0363682436786255,1.0,8.498689483617577,1.8039034481626004,0.3431586221666325,0.8481867909431458,2.6590993404388428,0.0,0.0,0.0,0.0,0.0,0.0
comp0p3_best_rmse,256,0.5202476668670657,0.07019698768171015,0.3277215207627105,0.6441341653317367,0.47975233313293436,0.07019698768171015,0.3558658346682633,0.6722784792372896,0.6528840168033085,0.19217359549711105,0.2894528860084603,0.9820609480751356,0.7875459847068909,0.11287287407274652,0.48358209795356866,0.9891778993672696,6.579810660812994,4.357745980370558,1.0,13.57108693060929,0.8655732598854229,0.3019042558378382,0.16609035432338715,1.884079098701477,43.861382470303504,69.66410297596691,46.87668760475234,281.7790283607037,24.847150236360395,52.01665251169242
cycle41_best_strehl,256,0.5249670092314895,0.06402925215900421,0.30563662474020625,0.6455633813096375,0.4750329907685104,0.06402925215900421,0.35443661869036247,0.6943633752597937,0.6708975207218315,0.1730143846617521,0.24658595447967943,0.983744291517415,0.7950329006058774,0.10301726213179134,0.450013571956114,0.9915315017219928,6.852610761459353,4.147408336378318,1.0,13.500323966036438,0.8968283454305492,0.33235501442142806,0.14371153712272644,1.9116255044937134,45.166397677743475,74.3452483327708,48.272991349514335,297.60765364041663,25.586431743092444,50.284016234680934
cycle42_best_rmse,256,0.5253042814883451,0.0710266285128412,0.3051526921202791,0.6470511158396073,0.47469571851165493,0.0710266285128412,0.35294888416039266,0.6948473078797208,0.6826900869962054,0.17640628684729318,0.2484980503682764,0.9845195365125087,0.7958539627884252,0.11386587095957539,0.4494966084928862,0.9939487430261087,7.16139183187955,4.133956346808708,1.0,13.609018496373915,0.8923093177727424,0.3593576699385512,0.13599304854869843,2.2063732147216797,45.259661821400876,77.40976688006592,48.426118780841456,315.52399548035567,25.63926519380936,50.53453006691568
cycle42_best_comp,256,0.5244950187940599,0.0721088227240046,0.30597709414654195,0.6467970406778103,0.47550498120594004,0.0721088227240046,0.3532029593221897,0.694022905853458,0.6816329787497626,0.17753543439975394,0.24362252042733326,0.9826474487727742,0.7945927626388957,0.1155264174047011,0.45072193348720746,0.9935059178509332,7.152197630364629,4.1413407629668795,1.0,13.626643273508602,0.8948970755445771,0.36259618244054576,0.14425626397132874,2.12886905670166,45.03588061603267,77.13505756299705,48.19090597553655,314.99052217817933,25.51249478857597,50.39107683639658
cycle42_best_strehl,256,0.5244950187940599,0.0721088227240046,0.30597709414654195,0.6467970406778103,0.47550498120594004,0.0721088227240046,0.3532029593221897,0.694022905853458,0.6816329787497626,0.17753543439975394,0.24362252042733326,0.9826474487727742,0.7945927626388957,0.1155264174047011,0.45072193348720746,0.9935059178509332,7.152197630364629,4.1413407629668795,1.0,13.626643273508602,0.8948970755445771,0.36259618244054576,0.14425626397132874,2.12886905670166,45.03588061603267,77.13505756299705,48.19090597553655,314.99052217817933,25.51249478857597,50.39107683639658
cycle42_best_main_lobe,256,0.5247132973563103,0.07238516634486276,0.3133097749303393,0.6470074406060787,0.47528670264368966,0.07238516634486276,0.35299255939392127,0.6866902250696608,0.6805484708478989,0.17911055450569024,0.21714414656344105,0.9864097749313461,0.7949413461832312,0.11592862137683094,0.4617224352221469,0.9939104624821532,7.148084248943061,4.143424037787324,1.0,13.505876163299657,0.8943366823950782,0.364682325232237,0.12840156257152557,2.233992576599121,45.096240051987635,76.85322793383725,48.25591652392323,314.75185227666435,25.54668796464309,50.4221424208695
ideal,256,0.6506310330628667,1.1102230246251565e-16,0.6506310330628666,0.6506310330628666,0.34936896693713326,1.1102230246251565e-16,0.3493689669371334,0.3493689669371334,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,13.515348304954976,3.552713678800501e-15,13.515348304954973,13.515348304954973,0.0,0.0,0.0,0.0,79.91561684105105,159.86867285660767,86.49918919898623,684.1983318080229,45.271608555097814,100.0
