epoch,train_total_loss,train_phase_loss,train_farfield_loss,val_total_loss,val_phase_loss,val_farfield_loss,val_rmse_rad,val_rmse_deg,val_mae_rad,val_mae_deg
1,0.5077050900992068,0.5074982173615994,0.00041374195170037283,0.5006474708419999,0.5005000724511988,0.00029477838056277654,1.7861645221710205,102.33968863640084,1.5499167442321777,88.80368804116127
2,0.5005170672965449,0.5003241120769991,0.00038590225798868725,0.5006729376082327,0.5004674017039779,0.00041105985653653644,1.7899858951568604,102.55863718043476,1.54343581199646,88.43235797674436
3,0.5002710444634187,0.5000607747605393,0.0004205368686852425,0.4998006286963918,0.49963205896951013,0.0003371620172211669,1.763634204864502,101.04879654364676,1.518309235572815,86.99271119405657
4,0.4986946060004847,0.49851675073527757,0.00035571551546142256,0.49625424290794173,0.49607936424367566,0.0003497598042599005,1.6885855197906494,96.74882363090856,1.4283010959625244,81.83562467256263
5,0.4908078832333314,0.490661896640362,0.0002919751655683702,0.4827704527019675,0.48264509712169373,0.00025071504809650187,1.6442691087722778,94.20968031638881,1.3733240365982056,78.68567120094698
6,0.4563689203568677,0.45627425319655646,0.00018932776201734914,0.42552434346255136,0.4254554849044949,0.00013770730669528027,1.3601245880126953,77.92939850509732,1.0934243202209473,62.648598765621315
7,0.4075329280432376,0.4074610178697043,0.00014382440717299025,0.3929210126010421,0.39286116973247404,0.00011968269892450835,1.2786376476287842,73.26054073566506,1.017012596130371,58.270529469913185
8,0.38248707362393425,0.38242211388476066,0.00012992013257364976,0.3758852530538646,0.3758293458449295,0.00011181645390191085,1.2341139316558838,70.70951972217867,0.9793215990066528,56.1109944090844
9,0.3747836724339917,0.3747203444968389,0.0001266537107040783,0.37255145677554063,0.3724952821248497,0.00011234184628347957,1.2116808891296387,69.42420106378732,0.9666128158569336,55.38283477185851
10,0.3700387594420151,0.3699758071140204,0.00012590875511750963,0.36964352341259227,0.3695889752285153,0.00010909088303295446,1.2164701223373413,69.6986039136926,0.9646962285041809,55.27302240547763
11,0.36622746197205014,0.36616429420156854,0.00012633721484001413,0.3643964188161239,0.364342589004367,0.00010765860640151681,1.2188142538070679,69.83291275353172,0.9612134099006653,55.07347159868654
12,0.3633745910402117,0.3633119194201251,0.00012534803104575194,0.35953716787637446,0.35948341013559326,0.00010750914548730684,1.2048696279525757,69.0339445451803,0.9549067616462708,54.712127270836184
13,0.3601380937925264,0.3600749390085316,0.00012630615211039906,0.3590698263614006,0.3590160485576181,0.00010756238823447656,1.207213044166565,69.16821240388441,0.9531057476997375,54.608936772855635
14,0.3553348861260121,0.3552723283874256,0.00012511114147459234,0.35772616002294755,0.3576717945485333,0.00010873434389484864,1.18886137008667,68.1167389321068,0.9455662965774536,54.17695804370359
15,0.35344586508900094,0.35338307292767746,0.00012558715238480427,0.3542442238019183,0.35419031977653503,0.00010779989750909747,1.1810095310211182,67.66686169223475,0.9340900182723999,53.51941573230646
16,0.35023886864411763,0.3501763173987746,0.0001251056447528256,0.3529680042095434,0.3529128545249989,0.00011029717764661957,1.1878399848937988,68.05821787129814,0.938412070274353,53.76705107085444
17,0.3470650550040453,0.3470024985974061,0.0001251057708829735,0.3503859058704252,0.35033204625634584,0.00010772943066804384,1.1871693134307861,68.01979122702764,0.9354464411735535,53.597133039777454
18,0.3434871736518498,0.3434250146650069,0.00012431362871953428,0.344841615436903,0.34478768044047886,0.00010788178670005508,1.1638379096984863,66.68300026305108,0.9194406270980835,52.68006744558193
19,0.3392731142776638,0.339210753667288,0.00012472512074629126,0.3428717576989941,0.34281836362446055,0.00010679640556690192,1.1684099435806274,66.9449585082886,0.9205459356307983,52.7433969595663
20,0.33395536385434965,0.3338932732963029,0.00012417850276460487,0.3374696784938862,0.33741532256400664,0.00010871152145091104,1.141076683998108,65.3788780938747,0.896361231803894,51.35771550151079
21,0.3268452814504421,0.3267841495615144,0.00012226226136697113,0.3372933260755601,0.3372384403266159,0.00010976619019631138,1.1432194709777832,65.50165074420568,0.9000701308250427,51.570219762062806
22,0.31822655187638776,0.31816360137982075,0.00012590128018887578,0.3211718326300577,0.32111824513260834,0.00010717362659074842,1.0980250835418701,62.91220308644879,0.863716721534729,49.487322838816155
23,0.30666674615284584,0.3066052250022995,0.0001230396109395114,0.31056756988849515,0.3105146775837817,0.00010579476038639257,1.0771316289901733,61.71509632118816,0.8437789678573608,48.344973700131526
24,0.2954126293432779,0.2953504463813824,0.00012435885111303146,0.3006943234431198,0.3006433441358454,0.00010195161041718438,1.054483413696289,60.41744917134495,0.8274977803230286,47.41213036895328
25,0.28531032167999437,0.28524828856217793,0.0001240666283719897,0.29629598450816536,0.29624246245895336,0.0001070402523432706,1.0297938585281372,59.00284186215444,0.81269770860672,46.56414872311785
26,0.2809427868387553,0.28088098764419556,0.0001235954933695745,0.2918528672916437,0.2917998162359973,0.00010609492863866264,1.0179606676101685,58.324849964382295,0.8077203631401062,46.278967834702314
27,0.2753882489723866,0.2753275341494789,0.00012142349897256881,0.2867321385667215,0.2866799942418641,0.0001042870326451592,0.9985163807868958,57.21077439376693,0.7961496710777283,45.616016013482536
28,0.27175824435729556,0.271700253366758,0.00011597824350907337,0.28309257805737015,0.28304120547631206,0.00010274020932900896,0.9866714477539062,56.53210972236154,0.7853823304176331,44.99909283707947
29,0.26794992595411543,0.2678916886365613,0.00011647691683227186,0.2861681837661594,0.28611524062219007,0.00010587978889150667,1.0047543048858643,57.56818111756077,0.8055404424667358,46.154067580444874
30,0.26740881867248917,0.2673505352362574,0.00011656376884082155,0.2838832584081912,0.2838319088119307,0.00010269424710476016,0.9999478459358215,57.29279130532044,0.800222635269165,45.84937967175978
