metric,value
lambda_phy,0.5
epochs,8
batch_size,32
rmse_rad,0.006353036500513554
rmse_deg,0.3640021785719887
mae_rad,0.005209628958255053
mae_deg,0.29848975213715023
mean_error_rad,-0.00012133752170484513
mean_error_deg,-0.006952127890264647
total_loss,4.3361909629311416e-05
phase_loss,4.335612053788888e-05
farfield_loss,1.1579230762374474e-08
